Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n67,n67,wow,66,162.0,5.0,0.4554862489367735,5.988503769601615E-4,8.8631373E-4,8.8631373E-4,3,6.550054105505102E-4,0,0.3585081585081585,769,0.16151381100836468
n68,n68,final,93,612.0,4.0,0.46484375,0.0010609575111868424,0.0012434849,0.0012434849,9,0.0019911110440197933,0,0.2968676951846657,1270,0.2015744230520451
n69,n69,moments,3,96.0,5.0,0.3403601694915254,0.0,5.2914253E-5,5.2914253E-5,12,3.3857245407210965E-4,0,1.0,3,0.006729474417892566
n70,n70,See,97,395.0,5.0,0.4569762480443749,0.004779463712765588,0.0012963992,0.0012963992,12,0.001580191168222849,0,0.17847938144329897,831,0.1635057809809009
n71,n71,today,224,909.0,4.0,0.4986807387862797,0.007019586887571303,0.0029764266,0.0029764266,4,0.003176336581877253,0,0.1683616271620756,4205,0.3859220569933307
n72,n72,have,427,1434.0,4.0,0.520492467195853,0.026379064173902643,0.005661825,0.005661825,0,0.005800447659752363,0,0.08201119284010071,7459,0.5354373200651424
n73,n73,ever,216,773.0,4.0,0.4963695349915032,0.007982774724182419,0.002870598,0.002870598,3,0.0029462602844473156,0,0.15925925925925927,3698,0.3589360073812055
n74,n74,actor,297,992.0,4.0,0.5068622811168954,0.009829628509082724,0.003942112,0.003942112,3,0.0037838195503998797,0,0.13727363727363728,6034,0.468561911856313
n75,n75,swear,10,23.0,5.0,0.3645336963921035,1.0280093171833434E-4,1.4551419E-4,1.4551419E-4,3,1.624163073207111E-4,0,0.4,18,0.02141829938770516
n76,n76,always,143,679.0,4.0,0.47991038088125465,0.002831042342728707,0.0019049131,0.0019049131,4,0.002200492413599284,0,0.2154043139958633,2187,0.27025865516306496
n77,n77,big,95,543.0,5.0,0.4598540145985402,0.002552096460410527,0.001269942,0.001269942,4,0.0017525507509050407,0,0.19193729003359464,857,0.15946086038907686
n78,n78,screen,60,452.0,4.0,0.4515811665495432,9.679581645269436E-4,8.0694235E-4,8.0694235E-4,4,0.001367071216862162,0,0.31468926553672316,557,0.1355206620845218
n79,n79,Check,42,1218.0,5.0,0.43507109004739336,7.031146029309114E-4,5.688282E-4,5.688282E-4,4,0.003270152066653837,0,0.2659698025551684,229,0.082123670829766
n80,n80,buzz,9,344.0,5.0,0.34615384615384615,6.71531295119046E-6,1.3228563E-4,1.3228563E-4,4,9.650132498021391E-4,0,0.5,18,0.011667988389312232
n81,n81,sticker,9,1232.0,5.0,0.36432702120421817,3.0227659764362973E-6,1.3228563E-4,1.3228563E-4,4,0.0032808179349097318,0,0.4722222222222222,17,0.019562489049737924
n82,n82,other,65,952.0,4.0,0.4584760273972603,0.0014907562916748587,8.7308517E-4,8.7308517E-4,4,0.002633612094077451,0,0.28942307692307695,602,0.14003562848073542
