Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n163,n163,pretty,32,75.0,4.0,0.42866644496175593,0.0011461574203210432,8,0.0012736414638099952,0,0.3850806451612903,191,0.17255248013068014
n164,n164,considering,13,31.0,4.0,0.40700978844332175,1.1713390763257629E-4,1,6.123236080653249E-4,0,0.6410256410256411,50,0.08844696315327898
n165,n165,just,155,412.0,4.0,0.500971628449281,0.04300194727989332,8,0.007245898317853787,0,0.10272308336824466,1226,0.47419408853162
n166,n166,crying,33,90.0,4.0,0.44128723040054774,0.0035106773404772777,8,0.0016563024999770386,0,0.32765151515151514,173,0.16427664350440277
n167,n167,whilst,8,16.0,4.0,0.3731905037637522,0.0,1,3.593058913566015E-4,0,1.0,28,0.05894649218897666
n168,n168,sweaty,8,16.0,4.0,0.3731905037637522,0.0,1,3.5930589135660157E-4,0,1.0,28,0.05894649218897665
n169,n169,phenomenal,26,60.0,4.0,0.41715210355987054,0.004561437819726644,0,0.001258163410784659,0,0.3076923076923077,100,0.11931897998738061
n170,n170,want,31,67.0,4.0,0.4288090485695276,0.0038464865764002184,27,0.0012990507862482815,0,0.30752688172043013,143,0.11775984199643638
n171,n171,unbelievable,15,32.0,4.0,0.4040752351097179,5.585886378281279E-4,27,7.35040547827843E-4,0,0.4857142857142857,51,0.0821551956405868
n172,n172,question,9,18.0,5.0,0.36126681614349776,0.002228359856327227,27,5.583375438175462E-4,0,0.4444444444444444,16,0.0454535407193806
n173,n173,Very,17,36.0,4.0,0.39406909202078877,1.7979448612468564E-4,1,7.544524888100562E-4,0,0.41911764705882354,57,0.06828781212416732
n174,n174,well,50,114.0,4.0,0.4296666666666667,0.0046120320186294715,4,0.0019282784176260647,0,0.24571428571428572,301,0.17736343926802842
n175,n175,captivating,5,10.0,4.0,0.38147380881917725,0.0,0,2.6808410258168124E-4,0,1.0,10,0.037128646010512856
n176,n176,Dad,6,18.0,5.0,0.3362023995826812,0.0,8,3.950916613644131E-4,0,1.0,15,0.019313743835224138
n177,n177,Mom,15,37.0,5.0,0.3517053206002728,1.1356881670514493E-4,8,7.078153989424983E-4,0,0.5333333333333333,56,0.046588633774070326
n178,n178,going,55,128.0,4.0,0.4529163738580464,0.0037979874865906923,8,0.00218373769021319,0,0.25521885521885523,379,0.24970582220365584
n179,n179,Morgan,6,18.0,5.0,0.3362023995826812,0.0,8,3.950916613644131E-4,0,1.0,15,0.019313743835224134
n180,n180,dramatization,9,27.0,5.0,0.30215658696671355,0.0,9,6.42013037305402E-4,0,1.0,36,0.006463350334894192
n181,n181,bunch,9,27.0,5.0,0.30215658696671355,0.0,9,6.42013037305402E-4,0,1.0,36,0.006463350334894192
n182,n182,Somali,69,184.0,4.0,0.4247116968698517,0.022230712289577244,9,0.003527765917691335,0,0.12276214833759591,288,0.12258912797129864
n183,n183,mean,18,46.0,5.0,0.3558807288790723,0.0021168932004885558,9,9.817262942350155E-4,0,0.39869281045751637,61,0.03668197066593884
n184,n184,PRIDE,9,27.0,5.0,0.30215658696671355,0.0,9,6.420130373054019E-4,0,1.0,36,0.00646335033489419
n185,n185,Fresh,9,27.0,5.0,0.30215658696671355,0.0,9,6.42013037305402E-4,0,1.0,36,0.00646335033489419
n186,n186,Blood,9,27.0,5.0,0.30215658696671355,0.0,9,6.42013037305402E-4,0,1.0,36,0.00646335033489419
n187,n187,BONES,9,27.0,5.0,0.30215658696671355,0.0,9,6.420130373054021E-4,0,1.0,36,0.00646335033489419
n188,n188,raise,9,27.0,5.0,0.30215658696671355,0.0,9,6.420130373054021E-4,0,1.0,36,0.006463350334894192
n189,n189,stake,9,27.0,5.0,0.30215658696671355,0.0,9,6.420130373054021E-4,0,1.0,36,0.006463350334894192
n190,n190,say,40,87.0,4.0,0.44038264434574653,0.001925994570150344,1,0.0015544603860662204,0,0.30128205128205127,235,0.19575809600051663
n191,n191,Words,7,15.0,4.0,0.3792291850544278,0.0,1,3.5039131122878143E-4,0,1.0,21,0.0424151577883309
